position_address,lifecycle_id,pool_address,entry_plan_id,close_plan_ids,entry_at,settled_at,settlement_id,settlement_version,initial_capital_lamports,realized_sol_pnl_lamports,current_return_pct,total_duplicate_credit_lamports,corrected_pnl_lamports,corrected_return_pct,duplicate_effects,current_learning_outcome_id
8ic5T5WJvdEySFeDggBR4HLgXFKMRX5S4WYoYpmB4VbF,lifecycle:8ic5T5WJvdEySFeDggBR4HLgXFKMRX5S4WYoYpmB4VbF,DoQbAjidahwZMDembBpTNhnV1PmFnFY1W3hXET222kka,plan-472be49abe015dd06259f379140d51ea,plan-9818d9687ebb541450b573fab9a0a1ff;plan-9818d9687ebb541450b573fab9a0a1ff:account-close-only:1,2026-09-06 07:16:57.165+00,2026-09-06 13:32:12.316+00,settlement:lifecycle:8ic5T5WJvdEySFeDggBR4HLgXFKMRX5S4WYoYpmB4VbF:v1,1,30000000,32235901,107.453003,30900134,1335767,4.452557,CLOSE_WITHDRAWAL:tx-1-97c88b77f6255a550c4cf61c9ae37e14-9818d9687ebb541450b573fab9a0a1ff:29866726|FEE_CLAIM:tx-3-27465b8562f62c92c20d4faf2e9df497-9818d9687ebb541450b573fab9a0a1ff:claim:1033408,live-outcome:settlement:lifecycle:8ic5T5WJvdEySFeDggBR4HLgXFKMRX5S4WYoYpmB4VbF:v1
